procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  1 121600 118264    724 2265004  159    0 14177    17 2298 1332 19  6 46 27  2 2026-08-13 12:15:14
 1  0 121600 143028    732 2242008    4    0 11576    39 2679 1661 21  7 46 24  2 2026-08-13 12:15:24
 0  1 121600 104512    748 2283152    0    0 16185    12 2515 1431 20  6 48 25  1 2026-08-13 12:15:34
 0  1 121600 104848    756 2272256    0    0 13215    22 2373 1284 19  6 47 26  2 2026-08-13 12:15:44
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  1 121600 113456    764 2277596    0    0 13427    16 2671 1697 20  8 46 25  1 2026-08-13 12:15:54
 0  1 121600 117084    820 2262228    0    0 14390    46 2440 1345 19  6 47 26  1 2026-08-13 12:16:04
 1  0 121600 113524    836 2274884    0    0 12799    20 2399 1443 20  6 47 25  2 2026-08-13 12:16:14
 0  1 121600 125108    844 2267604    0    0 12431    15 2727 1680 21  7 46 24  1 2026-08-13 12:16:24
 1  0 121856 113948    228 2252368    0    4 15237    26 2563 1378 21  6 47 25  1 2026-08-13 12:16:34
 0  1 121600 151836    236 2235984    0    3 13608    14 2755 1577 21  7 47 25  1 2026-08-13 12:16:44
 1  0 121600 136340    244 2254416    1    0 15407    12 2753 1642 21  7 47 24  1 2026-08-13 12:16:54
 0  1 121856 140780    412 2250324   13    5 14135    34 2358 1341 20  6 47 25  2 2026-08-13 12:17:04
 0  1 121856 110396    420 2275920    0    0 10959    23 2585 1506 20  7 46 24  2 2026-08-13 12:17:14
 0  1 121856 144776    428 2219836    0    4 11535    42 2039 1147 19  6 47 26  2 2026-08-13 12:17:24
 1  0 121856 110036    436 2252708    0    0 14314    12 2384 1342 19  5 48 26  1 2026-08-13 12:17:34
 1  0 121856 150808    444 2216964    0    0 12445    12 2875 1832 21  8 45 24  1 2026-08-13 12:17:44
 1  0 121856 102220    452 2259752    2    0 15358    22 2439 1451 20  6 48 25  1 2026-08-13 12:17:54
 0  1 121856 142240    476 2219584    0    0 12665    27 2447 1436 20  6 47 25  2 2026-08-13 12:18:04
 1  0 121856 126752    484 2230148    0    0 11851    27 2520 1437 20  6 46 25  2 2026-08-13 12:18:14
 1  0 121856 102300    500 2250948    0    0 13132    29 2243 1293 19  6 48 26  2 2026-08-13 12:18:24
 1  0 121856 104948    508 2278204    1    0 13855    21 2886 1828 22  8 46 23  1 2026-08-13 12:18:34
 0  1 121856 156184    524 2222496    0    0 16439    20 2823 1581 21  6 47 25  0 2026-08-13 12:18:44
 0  0 121856 114836    532 2264124    0    0 15238    10 2661 1588 22  6 47 24  1 2026-08-13 12:18:54
 1  0 121856 128124    600 2264624    0    0 15423    51 3011 1914 22  8 46 24  1 2026-08-13 12:19:04
 1  0 121600 102300    608 2275072   28    0 16480    12 2812 1697 21  7 47 25  1 2026-08-13 12:19:14
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 121600 118772    616 2260968    0    0 13258     7 2784 1727 21  7 46 25  1 2026-08-13 12:19:24
 0  1 121600 145092    624 2232952    0    0 15679    18 2486 1432 20  6 48 25  1 2026-08-13 12:19:34
 1  0 121600 100480    636 2277088    0    0 13498    11 2820 1792 21  7 47 24  1 2026-08-13 12:19:44
 1  0 121600 129464    644 2253192    0    0 15556    10 2568 1433 20  6 48 25  1 2026-08-13 12:19:54
 1  0 121600 113040    668 2277088    0    0 13302    23 2265 1224 19  5 47 26  2 2026-08-13 12:20:04
 0  1 121600 115764    676 2268472    0    0 11502     9 2599 1674 20  7 46 25  2 2026-08-13 12:20:14
 1  0 121600 134724    692 2256112    1    0 13690    32 2610 1536 20  7 46 25  2 2026-08-13 12:20:24
 1  0 121600 138684    708 2252304    0    0 14672    38 2485 1367 20  6 47 26  1 2026-08-13 12:20:34
 1  0 121600 111412    376 2271544    0    1 13517    12 2951 1848 21  8 46 24  1 2026-08-13 12:20:44
 2  0 121600 146380    388 2241312    2    2 16680    15 2654 1514 20  6 47 26  1 2026-08-13 12:20:54
 1  0 121600 107304    420 2280584    0    0 13944    28 2977 1962 21  8 46 24  1 2026-08-13 12:21:04
 0  1 121600 133168    460 2251788    0    0 15676    41 2706 1563 20  7 47 25  1 2026-08-13 12:21:14
 0  1 121344 125560    468 2260076    4    0 14783     8 2897 1878 21  8 46 24  1 2026-08-13 12:21:24
 0  1 125696 121792    468 2269636    0  449 15410   476 2998 1883 22  8 46 24  0 2026-08-13 12:21:34
 1  0 125696 134156    476 2252984    0    0 15095    11 2497 1404 20  6 48 25  1 2026-08-13 12:21:44
 1  0 125696 124548    484 2264636    0    0 12063    11 2699 1766 21  8 46 24  1 2026-08-13 12:21:54
 2  0 125696 138468    508 2246132    0    0 14887    26 2548 1424 21  6 48 25  1 2026-08-13 12:22:04
 1  0 125696 115824    516 2269988    0    0 13588    19 2748 1680 21  7 46 24  1 2026-08-13 12:22:14
 0  1 125696 658000    520 1639548    0    0 12984    12 3148 1965 23 20 34 21  1 2026-08-13 12:22:24
 0  1 125440 542872    528 1830128  168    0 19226    11 2832 1689 19  8 46 27  0 2026-08-13 12:22:34
 1  0 125440 367024    536 2003228    0    0 17292    15 2520 1639 16  7 48 28  1 2026-08-13 12:22:44
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 125440 206312    544 2164900    0    0 16168    41 2537 1539 18  7 48 27  1 2026-08-13 12:22:54
 1  0 125440 105040    568 2277288    0    0 15770    26 2778 1739 19  8 46 25  1 2026-08-13 12:23:04
 1  0 125440 138108    576 2242204    0    0 16477    20 3080 2026 20  8 46 25  1 2026-08-13 12:23:14
 1  0 125440 128380    584 2248952    0    0 15771    12 2683 1581 20  7 47 25  1 2026-08-13 12:23:24
 1  0 125440 150696    592 2227200    0    0 16922    12 2823 1753 20  7 47 25  0 2026-08-13 12:23:34
 0  1 125440 113456    600 2262444    0    0 16393    13 2980 2010 21  8 46 24  1 2026-08-13 12:23:44
 0  1 125440 113940    608 2263596    0    0 16857    20 2582 1508 20  6 48 25  1 2026-08-13 12:23:54
 0  1 125440 121284    772 2267600    0    0 14614    32 3100 2019 22  8 46 24  1 2026-08-13 12:24:04
 2  0 125440 137360    784 2249272    0    0 16670    19 2752 1596 20  6 47 25  1 2026-08-13 12:24:14
 0  1 125440 135976    804 2252540    0    0 14560    10 2785 1636 20  6 47 26  1 2026-08-13 12:24:24
 3  0 125440 158124    812 2227788    0    0 16451    24 2731 1548 21  6 47 25  1 2026-08-13 12:24:34
 2  0 125440 117144    820 2266752    0    0 17482    23 2685 1586 21  6 48 25  0 2026-08-13 12:24:44
 1  0 125440 105044    832 2283596    0    0 14458     8 2972 1812 21  8 46 24  1 2026-08-13 12:24:54
 1  0 125696 136684    292 2250768    0   19 14427    54 2484 1315 20  5 47 26  2 2026-08-13 12:25:04
 3  3 125440 126748    408 2264476   67   10 10308    23 2262 1354 19  6 45 26  4 2026-08-13 12:25:14
 0  1 125440 105372    440 2271368    5    0 13384    40 2715 1670 21  7 44 26  2 2026-08-13 12:25:24
 0  1 125440 117272    444 2275616    0    0 14541    13 2480 1354 20  6 48 26  1 2026-08-13 12:25:34
 1  0 125696 120496    452 2270280    6   26 11899    42 2380 1370 20  5 47 26  2 2026-08-13 12:25:44
 0  1 134912 135540    452 2256896    1  917 13925   932 2623 1464 21  7 46 25  1 2026-08-13 12:25:54
 1  0 134912 122152    492 2275184    1    0 13037    47 2397 1259 19  5 47 26  2 2026-08-13 12:26:04
 0  1 134912 121944    516 2275568    0    0 11171    33 2643 1626 20  7 46 24  2 2026-08-13 12:26:14
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 134912 165112    528 2238284    1    0 12778     9 2278 1243 20  5 48 26  2 2026-08-13 12:26:24
 1  0 134912 103972    544 2286708    0    0 15921    13 2509 1458 20  6 48 25  1 2026-08-13 12:26:34
 0  1 134912 129932    556 2262192    1    0 13800    20 2901 1876 22  7 46 24  1 2026-08-13 12:26:44
 0  1 134912 148120    580 2250952    0    0 15084    19 2515 1414 20  6 48 25  1 2026-08-13 12:26:54
 2  0 134912 153424    604 2248440    4    0 14344    24 3020 1850 21  7 46 25  1 2026-08-13 12:27:04
 0  1 134912 111608    612 2280596    0    0 14788    16 2508 1374 20  5 48 25  1 2026-08-13 12:27:14
 1  0 134912 140340    620 2252772    0    0 14312    25 2522 1357 20  5 48 26  1 2026-08-13 12:27:24
 0  1 131072 117064    628 2271484  360    0 14186    13 2995 1948 20  8 46 24  1 2026-08-13 12:27:34
 1  0 131072 152224    636 2234080    0    0 16796    14 2548 1502 21  6 47 25  1 2026-08-13 12:27:44
 1  0 131072 126668    644 2265692    0    0 13456    18 3138 2012 21  8 46 24  1 2026-08-13 12:27:54
 0  1 131072 126324    672 2263628    1    0 14119    32 2554 1488 20  6 47 26  2 2026-08-13 12:28:04
 1  0 131072 107920    680 2266748    0    0 14674    26 2490 1343 19  6 48 27  1 2026-08-13 12:28:14
 0  1 131072 107008    688 2281028    0    0 10620    13 2619 1696 19  8 46 25  2 2026-08-13 12:28:24
 0  1 131072 152888    452 2237460    0    2 17730    22 2592 1538 21  6 47 25  0 2026-08-13 12:28:34
 0  1 131072 150496    160 2248400    0    6 15668    23 3073 2007 22  8 46 24  0 2026-08-13 12:28:44
 0  1 131072 139108    300 2260500    5    0 15000    13 2750 1690 20  7 46 25  1 2026-08-13 12:28:54
 1  0 131072 117624    500 2278972    1    0 15989    59 2858 1771 20  7 47 25  1 2026-08-13 12:29:04
 0  1 131072 104848    512 2278396    0    0 13452     6 2936 1899 22  8 46 23  1 2026-08-13 12:29:14
 1  0 131072 118444    520 2254664    1    0 14372    29 2397 1329 20  6 47 26  2 2026-08-13 12:29:24
 2  0 131072 128936    536 2238088    0    0 13955    10 2955 1843 20  7 46 25  1 2026-08-13 12:29:34
 1  1 126464 125360    544 2253008  470    0 15930    16 2650 1613 21  6 48 25  1 2026-08-13 12:29:44
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 126464 168804    560 2217288    0    0 15580    16 2513 1432 20  6 48 25  1 2026-08-13 12:29:54
 1  0 126464 151580    584 2233080    1    0 12273    24 2861 1879 20  8 46 24  2 2026-08-13 12:30:04
 1  0 126464 111980    592 2273604    0    0 14656     8 2636 1523 20  6 47 25  2 2026-08-13 12:30:14
 0  1 126464 121428    600 2266372    0    0 14987    34 2839 1690 20  6 47 26  1 2026-08-13 12:30:24
 1  0 126464 156756    616 2227140    0    0 16206    11 2824 1660 21  7 47 25  1 2026-08-13 12:30:34
 1  0 126464 134208    624 2250940    2    0 17004    26 2622 1544 21  5 48 25  1 2026-08-13 12:30:44
 0  1 126464 127948    636 2262980    2    0 16043    11 3003 1912 21  9 45 24  1 2026-08-13 12:30:54
 1  0 126464 134924    672 2258420    1    0 17564    36 2782 1757 21  7 47 25  1 2026-08-13 12:31:04
 0  1 124672 129116    680 2259144  188    0 14568    21 2846 1754 19  7 47 26  1 2026-08-13 12:31:14
 0  1 124672 114804    588 2274324    0    0 16094    17 2606 1434 20  6 48 26  1 2026-08-13 12:31:24
 1  0 124672 130844    588 2257600    0    0 17194    15 2905 1780 21  7 47 25  0 2026-08-13 12:31:34
 0  1 124672 115896    604 2272188    1    0 15565    36 3087 1927 21  8 46 24  1 2026-08-13 12:31:44
 1  0 124672 155364    620 2236352    0    0 15872    13 2593 1425 20  6 47 26  1 2026-08-13 12:31:54
 0  1 124672 117940    652 2275484    2    0 13510    32 2833 1788 21  7 46 24  1 2026-08-13 12:32:04
 1  0 124672 109828    660 2275856    0    0 13631    10 2177 1249 19  5 49 25  1 2026-08-13 12:32:14
 1  0 124672 155072    328 2241472    0    3 14288    16 2264 1320 19  6 50 24  1 2026-08-13 12:32:24
 5  0 135680 730800    332 1617160    0 1110  8251  1121 2379 1522 22 15 44 19  1 2026-08-13 12:32:34
 1  0 135680 622272    340 1761268    1    0 14410    12 2366 1346 17  8 50 25  0 2026-08-13 12:32:44
 1  0 135680 488592    368 1902512    0    0 14127    25 2379 1344 17  8 50 25  1 2026-08-13 12:32:54
 1  0 135680 359316    392 2026612    1    0 12404    24 2311 1431 17  8 50 25  0 2026-08-13 12:33:04
 0  1 135680 242896    400 2145640    0    0 11896    16 2155 1191 18  7 51 23  1 2026-08-13 12:33:14
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 135680 108076    408 2276148    0    0 13050    36 2186 1233 19  6 51 23  1 2026-08-13 12:33:24
 1  0 135680  99408    424 2283724    0    0 11740    19 2301 1307 20  6 50 24  1 2026-08-13 12:33:34
 0  1 135680 148248    444 2239476    0    0 11906    35 2124 1271 19  6 50 24  1 2026-08-13 12:33:44
 0  1 135680 127000    452 2260408    0    0 13164    10 2174 1247 19  5 50 24  1 2026-08-13 12:33:54
 0  1 135680 125228    484 2257188    1    0 10699    37 2343 1485 20  7 50 22  1 2026-08-13 12:34:04
 1  0 135680 109532    492 2286652    2    0 13976    13 2357 1428 19  6 51 23  1 2026-08-13 12:34:14
 1  0 135680 156348    500 2250960    0    0 13182     6 2294 1405 19  6 51 24  1 2026-08-13 12:34:24
 0  1 135680 145132    512 2258208    0    0 11699    16 2353 1526 21  7 50 22  1 2026-08-13 12:34:34
 0  1 135680 105680    524 2293512    1    0 14509    28 2372 1348 19  5 51 24  0 2026-08-13 12:34:44
 1  0 135680 147436    532 2253148    0    0 12168     8 2361 1473 19  6 51 23  1 2026-08-13 12:34:54
 1  0 135680 154572    564 2247032    1    0  9749    26 2191 1358 19  6 50 23  2 2026-08-13 12:35:04
 0  1 135680 130160    572 2265648    0    0 11740     6 2402 1488 19  7 49 24  1 2026-08-13 12:35:14
 2  0 135680 148156    580 2249316    2    0 12350    16 2177 1232 19  5 51 24  1 2026-08-13 12:35:24
 1  0 135168 115680    596 2280860   67    0 12635    10 2368 1502 19  6 48 25  1 2026-08-13 12:35:34
 0  0 135168 140860    600 2263524    0    0 13964    38 2297 1306 19  5 50 25  1 2026-08-13 12:35:44
 0  1 135168 184144    612 2199468    0    0 12712     7 2451 1678 19  8 50 23  1 2026-08-13 12:35:54
 0  1 135168 104680    644 2293692    1    0 12545    51 2561 1703 19  7 50 23  1 2026-08-13 12:36:04
 1  0 135168 106984    652 2294088    0    0 14272     7 2264 1320 20  5 50 24  1 2026-08-13 12:36:14
 0  1 135168 115076    660 2276000    0    0 12451    11 2563 1675 19  7 50 23  0 2026-08-13 12:36:24
 0  1 135168 106620    680 2288760    0    0 13333    20 2218 1279 19  5 50 25  1 2026-08-13 12:36:34
 0  1 135168 150744    688 2251748    0    0 15506    13 2307 1371 19  5 51 24  0 2026-08-13 12:36:44
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 135168 129804    696 2272520   21    0 11794    22 2644 1851 19  8 49 23  0 2026-08-13 12:36:54
 1  0 135424 117576    252 2273788    1   32 15378    61 2450 1529 19  7 50 23  0 2026-08-13 12:37:04
 0  1 135424 133936    252 2262244    0    2 13572     9 2432 1434 19  6 51 24  1 2026-08-13 12:37:14
 2  0 135424 141784    260 2264696   48    0 13536    12 2446 1565 20  7 49 24  1 2026-08-13 12:37:24
 1  0 135168 123900    408 2277976    8    0  1350    40  769  251 34  1 64  1  0 2026-08-13 12:37:34
 1  0 135168 116116    416 2283708    0    0   573    14  713  217 33  1 65  0  0 2026-08-13 12:37:44
 1  0 135168 114224    440 2289064    8    0   566    30  742  252 34  1 64  0  0 2026-08-13 12:37:54
 1  0 134912 111636    612 2293804    8    0   482    43  731  224 33  1 65  0  0 2026-08-13 12:38:04
 1  0 134912 145528    628 2259004    0    0   744    38  820  318 34  1 64  0  0 2026-08-13 12:38:14
 1  0 134912 139228    636 2265344    0    0   638    12  717  214 33  1 65  0  0 2026-08-13 12:38:24
 1  0 134912 131416    648 2272628    0    0   724    14  712  212 34  1 65  0  0 2026-08-13 12:38:34
 1  0 134912 128360    656 2276988    0    0   436    16  713  214 34  1 65  0  0 2026-08-13 12:38:44
 1  0 134912 121052    664 2284240    1    0   726    12  725  221 33  1 65  0  1 2026-08-13 12:38:54
 1  0 134912 108704    732 2290544    5    0   630    42  745  235 33  1 63  2  1 2026-08-13 12:39:04
 1  0 134912 108960    740 2295440    0    0   488     2  731  225 33  1 65  0  1 2026-08-13 12:39:14
 1  0 134912 148936    748 2255540    0    0   490     6  709  208 34  1 65  0  0 2026-08-13 12:39:24
 1  0 134912 136840    756 2263240    0    0   780    17  709  211 33  1 65  0  0 2026-08-13 12:39:34
 1  0 134912 129028    768 2270116    0    0   681    18  730  233 34  1 65  0  0 2026-08-13 12:39:44
 2  0 134912 123988    776 2275604    0    0   546     8  722  217 33  1 65  0  1 2026-08-13 12:39:54
 1  0 134912 125200    952 2279704    1    0   429    46  758  241 34  1 63  0  1 2026-08-13 12:40:04
 1  0 134912 119908    960 2284480    0    0   474    14  715  205 33  1 64  0  1 2026-08-13 12:40:14
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 134912 112096    968 2291296    0    0   682     8  721  209 34  1 64  0  1 2026-08-13 12:40:24
 1  0 134912 107560    976 2297220    0    0   592    21  725  212 33  1 64  0  1 2026-08-13 12:40:34
 1  0 134912 144916    984 2258952    1    0   577     9  741  236 34  2 63  0  1 2026-08-13 12:40:44
 1  0 134912 138112   1000 2265712   16    0   701    29  750  244 34  1 63  1  1 2026-08-13 12:40:54
 1  0 134912 130804   1024 2272496    1    0   671    26  744  229 34  1 64  1  1 2026-08-13 12:41:04
 1  0 134912 127096   1032 2277716    0    0   522     6  735  224 33  1 64  0  1 2026-08-13 12:41:14
 1  0 134912 121552   1048 2283484    1    0   578    23  716  210 33  1 65  0  0 2026-08-13 12:41:24
 1  0 134912 112480   1064 2289856    0    0   631    29  724  218 34  1 65  0  0 2026-08-13 12:41:34
 1  0 134912 108196   1080 2295876    0    0   602    19  728  228 34  1 65  0  0 2026-08-13 12:41:44
 1  0 134912 144868   1088 2257080    0    0   513    27  737  230 33  1 64  0  1 2026-08-13 12:41:54
 1  0 134912 140836   1112 2263676    1    0   659    32  730  212 34  1 64  0  1 2026-08-13 12:42:04
 1  0 134912 133024   1120 2268860    0    0   521    13  732  213 33  1 64  1  2 2026-08-13 12:42:14
 1  0 134912 124960   1132 2273904    0    0   502    18  711  209 33  1 65  1  1 2026-08-13 12:42:24
 1  0 134912 124960   1140 2278896    0    0   499    10  715  205 33  1 64  0  1 2026-08-13 12:42:34
 1  0 135168 120712   1148 1705424    0   31   284    57  904  322 38  7 54  0  1 2026-08-13 12:42:44
 1  0 135168 756884   1164 1626500    0    0   607    13  875  374 35  5 59  1  0 2026-08-13 12:42:54
 1  0 135168 748064   1188 1633768    1    0   727    29  725  214 33  1 65  0  0 2026-08-13 12:43:04
 1  0 135168 739816   1204 1641616    0    0   788    17  723  222 34  1 65  0  0 2026-08-13 12:43:14
 1  0 135168 733012   1212 1649692    0    0   805    31  717  214 33  1 65  0  0 2026-08-13 12:43:24
 1  0 135168 720944   1220 1658268    0    0   858    14  731  224 34  1 65  0  0 2026-08-13 12:43:34
 1  0 135168 702280   1228 1668436    0    0  1017    28  735  236 34  1 64  1  0 2026-08-13 12:43:44
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 135168 699004   1244 1675740    0    0   730    16  714  209 33  1 65  0  0 2026-08-13 12:43:54
 1  0 135168 691976   1284 1682680    1    0   690    32  742  236 33  1 65  0  0 2026-08-13 12:44:04
 1  0 135168 685172   1292 1690252    0    0   758    22  710  206 33  1 65  0  0 2026-08-13 12:44:14
 1  0 135168 677360   1300 1697820    0    0   754    10  832  330 33  1 65  0  1 2026-08-13 12:44:24
