procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0 181248 113676   9420 2247932    0    0  1918    27  717  213 34  1 64  0  0 2026-08-13 19:18:37
 3  0 181248 146124   9428 2233340    0    0  1697     8  701  196 33  1 65  0  0 2026-08-13 19:18:47
 4  0 181248 123948   9444 2253408    0    0  2006  1579  726  216 33  1 63  2  0 2026-08-13 19:18:57
 7  0 181248 109300   9452 2272184    0    0  1883     7  733  213 34  1 65  0  0 2026-08-13 19:19:07
 1  0 181248 743012   9508 1624708    0    0  1194    32 1030  472 39 11 50  0  0 2026-08-13 19:19:17
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 181248 719100   9516 1644208    0    0  1952     4  806  297 33  2 64  1  0 2026-08-13 19:19:27
 1  0 181248 679284   9532 1673096    0    0  1300    26  684  181 33  1 65  0  0 2026-08-13 19:19:37
 1  0 181248 673180   9540 1693572    0    0  2045     7  722  218 34  1 65  0  0 2026-08-13 19:19:47
 1  0 181248 653272   9556 1713344    8    0  1982    14  721  213 33  2 65  0  0 2026-08-13 19:19:57
 1  0 181248 639976   9564 1731940    0    0  1862    26  743  225 34  2 64  0  0 2026-08-13 19:20:07
 1  0 181248 626952   9600 1752292    0    0  2032  1604  743  230 33  2 62  3  0 2026-08-13 19:20:17
 1  0 181248 602760   9608 1773764    0    0  2148     5  732  216 33  1 65  1  0 2026-08-13 19:20:27
 1  0 179968 569284   9624 1800312    0    0  1053    25  695  188 33  2 65  0  0 2026-08-13 19:20:37
 1  0 179968 552932   9640 1819936    0    0  1969  1568  728  213 33  2 63  3  0 2026-08-13 19:20:47
 1  0 179968 539104   9648 1838552    0    0  1861    10  733  221 34  2 64  0  0 2026-08-13 19:20:57
 1  0 179968 521872   9664 1858328    0    0  1976    30  735  217 33  1 65  0  1 2026-08-13 19:21:07
 1  0 179968 505492   9696 1875320    0    0  1707    36  739  214 33  1 63  1  2 2026-08-13 19:21:17
 1  0 179968 482560   9704 1898184    0    0  1381   418  701  198 33  1 64  0  0 2026-08-13 19:21:27
 1  0 179968 459628   9724 1920372    0    0  1525  1177  712  202 33  1 63  2  0 2026-08-13 19:21:37
 1  0 179968 440504   9740 1941256    0    0  2080    12  731  225 33  1 64  1  0 2026-08-13 19:21:47
 1  0 179968 420344   9748 1960184    0    0  1896     6  718  214 33  1 65  0  0 2026-08-13 19:21:57
 1  0 179968 398672   9764 1981328    0    0  2114    19  728  206 33  1 65  0  0 2026-08-13 19:22:07
 1  0 179968 375488   9788 2002224    0    0  2089    24  713  208 33  1 65  0  0 2026-08-13 19:22:17
 1  0 179968 348776   9808 2031320    0    0  1311   429  701  196 33  2 65  1  0 2026-08-13 19:22:27
 1  0 179968 329876   9820 2051296    0    0  2004  1158  728  218 33  1 63  2  0 2026-08-13 19:22:37
 1  0 179968 309212   9836 2070100    0    0  1882    16  722  214 33  1 64  1  0 2026-08-13 19:22:47
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 179968 292076   9844 2088284    0    0  1811    12  717  210 33  1 65  0  0 2026-08-13 19:22:57
 1  0 179968 271664   9860 2105348    0    0  1712    16  754  224 33  1 63  2  1 2026-08-13 19:23:07
 1  0 179968 240164   9884 2134616    0    0  1426    24  683  176 33  2 65  0  0 2026-08-13 19:23:17
 1  0 179968 225296   9892 2153868    0    0  1823     9  732  225 33  1 65  0  0 2026-08-13 19:23:27
 1  0 179968 206648   9908 2172976    0    0  1908    23  759  240 33  1 64  2  0 2026-08-13 19:23:37
 1  0 179968 187496   9916 2189380    0    0  1648     8  727  219 34  1 64  1  1 2026-08-13 19:23:47
 1  0 179968 171872   9936 2207172    0    0  1772  1577  737  218 34  1 61  3  1 2026-08-13 19:23:57
 1  0 179968 152972   9944 2224284    0    0  1710     6  744  218 33  1 64  1  1 2026-08-13 19:24:07
 1  0 179968 112904   9992 2251716    0    0  1138    36  704  198 33  1 64  1  1 2026-08-13 19:24:17
 1  0 179968 163888  10004 2213936    0    0  1812  1574  766  248 34  1 61  3  1 2026-08-13 19:24:27
 1  0 179968 146248  10020 2232672    0    0  1872    22  723  213 33  1 65  0  0 2026-08-13 19:24:37
 1  0 179968 125080  10028 2251204    0    0  1856    10  725  218 34  1 63  1  0 2026-08-13 19:24:47
 1  0 179968 162628  10044 2213704    0    0  1794    18  736  221 33  1 65  1  0 2026-08-13 19:24:57
 1  0 179968 146240  10052 2228748    0    0  1516     4  743  208 33  1 64  0  2 2026-08-13 19:25:07
 1  0 179968 115412  10084 2256068    0    0  1122    31  714  203 33  1 64  1  1 2026-08-13 19:25:17
 1  0 179968 139728  10092 2235624    0    0  1942     6  725  220 33  1 65  1  0 2026-08-13 19:25:27
 2  0 179968 116544  10108 2255716    0    0  2008    22  740  225 34  1 64  1  0 2026-08-13 19:25:37
 1  0 179968 159184  10116 2217476    0    0  1739  1588  753  236 33  1 62  2  1 2026-08-13 19:25:47
 1  0 179968 141544  10136 2237680    0    0  2011    18  742  226 35  1 63  1  0 2026-08-13 19:25:57
 1  0 179968 119368  10144 2255568    0    0  1789     9  755  221 33  1 64  1  1 2026-08-13 19:26:07
 1  0 179968 159352  10184 2227432    0    0  1076  1592  692  180 33  1 62  3  1 2026-08-13 19:26:17
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 179968 139948  10196 2245200    0    0  1772     9  721  205 33  1 65  0  1 2026-08-13 19:26:27
 1  0 179968 121300  10212 2263092    0    0  1796    15  730  211 33  1 64  0  2 2026-08-13 19:26:37
 1  0 179968 157836  10220 2226092    0    0  1866    13  714  210 33  1 65  0  1 2026-08-13 19:26:47
 4  0 179968 138432  10236 2244840    0    0  1876    20  725  220 33  1 65  0  0 2026-08-13 19:26:57
 1  0 179968 155316  10244 2215440    0    0  1506     6  707  191 33  1 65  0  0 2026-08-13 19:27:07
 1  0 179968 124620  10276 2242940    0    0  1800    30  727  214 33  1 64  1  0 2026-08-13 19:27:17
 1  0 179968 110892  10284 2259920    0    0  1702     7  737  223 34  1 64  1  0 2026-08-13 19:27:27
 1  0 179968 153640  10300 2233152    0    0  1948    24  745  253 34  1 64  0  0 2026-08-13 19:27:37
 1  0 179968 128944  10312 2254508    0    0  2139  1573  741  223 34  1 63  2  0 2026-08-13 19:27:47
 1  0 179968 113196  10328 2273836    0    0  1928    17  717  209 33  1 65  0  0 2026-08-13 19:27:57
 1  0 179968 133216  10336 2247252    0    0  1344    32  714  193 33  1 64  2  0 2026-08-13 19:28:07
 1  0 179968 113560  10376 2267660    0    0  2034    32  724  212 34  1 65  0  0 2026-08-13 19:28:17
 1  0 179968 137604  10384 2247264    0    0  1979  1576  748  232 34  1 62  2  0 2026-08-13 19:28:27
 1  0 179968 116436  10404 2266876    0    0  1962    19  723  219 33  1 65  0  0 2026-08-13 19:28:37
 1  0 179968 146732  10412 2231484    0    0  2034     8  715  209 34  1 65  0  0 2026-08-13 19:28:47
 1  0 179968 115736  10428 2259388    0    0  1201    23  683  177 33  1 65  0  0 2026-08-13 19:28:57
 1  0 179968 135648  10436 2239056    0    0  1981     3  721  201 34  1 65  0  0 2026-08-13 19:29:07
 2  0 179968 114480  10492 2259844    0    0  2070    35  720  218 33  1 64  1  0 2026-08-13 19:29:17
 1  0 179968 703180  10500 1659840    0    0  1318  1565 1050  493 37 11 51  2  0 2026-08-13 19:29:27
 1  0 179968 683776  10520 1680192    0    0  2042    27  772  269 33  1 65  0  0 2026-08-13 19:29:37
 1  0 179968 659836  10528 1701816    0    0  2160     5  717  217 33  1 65  0  0 2026-08-13 19:29:47
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 179968 638192  10544 1730660    0    0  1328  1573  699  187 33  2 63  2  0 2026-08-13 19:29:57
 1  0 179968 618284  10556 1748756    0    0  1809    12  750  217 32  1 64  0  1 2026-08-13 19:30:07
 2  0 179968 606692  10588 1764880    0    0  1610    29  796  298 33  2 65  0  0 2026-08-13 19:30:17
 1  0 179968 591572  10596 1785056    0    0  2012     5  717  214 33  1 64  1  0 2026-08-13 19:30:27
 2  0 179968 575696  10612 1804084    0    0  1908    28  736  227 33  1 65  1  0 2026-08-13 19:30:37
 1  0 179968 542432  10620 1833940    0    0  1390     8  684  179 32  2 65  0  0 2026-08-13 19:30:47
 1  0 179968 525296  10644 1853692    0    0  1974  1580  726  210 33  2 63  2  0 2026-08-13 19:30:57
 2  0 179968 497324  10652 1874164    0    0  2046     5  742  214 33  1 65  1  0 2026-08-13 19:31:07
 1  0 179968 481196  10700 1892044    0    0  1784    32  720  213 34  1 64  0  0 2026-08-13 19:31:17
 1  0 179968 458264  10708 1910648    0    0  1861    14  723  212 33  1 65  1  0 2026-08-13 19:31:27
 1  0 179968 442136  10724 1931436    0    0  2080    15  710  206 33  1 65  0  0 2026-08-13 19:31:37
 5  0 179968 412400  10732 1959640    0    0  1225     6  670  174 33  2 64  0  1 2026-08-13 19:31:47
 1  0 179968 401312  10748 1977384    0    0  1776    23  745  231 33  1 64  1  1 2026-08-13 19:31:57
 1  0 179968 382412  10756 1995560    0    0  1811   826  731  207 33  1 64  2  1 2026-08-13 19:32:07
 1  0 179968 369056  10796 2008440    0    0  1296   774  722  211 33  1 64  1  0 2026-08-13 19:32:17
 1  0 179968 354440  10804 2021752    0    0  1325     7  712  217 33  1 65  0  0 2026-08-13 19:32:27
 1  0 179968 328232  10820 2048128    0    0  1034    16  680  178 33  1 65  0  0 2026-08-13 19:32:37
 1  0 179968 317144  10828 2059776    0    0  1171  1578  717  213 33  1 63  2  0 2026-08-13 19:32:47
 1  0 179968 307232  10848 2075020    0    0  1518    19  744  232 34  2 64  0  0 2026-08-13 19:32:57
 1  0 179968 298188  10864 2087256    0    0  1223    13  804  296 33  1 65  0  0 2026-08-13 19:33:07
 1  0 179968 283572  10888 2102304    0    0  1508    23  738  221 33  1 65  1  0 2026-08-13 19:33:17
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 179968 252576  10896 2118164    0    0  1103    27  709  202 33  1 65  0  0 2026-08-13 19:33:27
 2  0 179968 236700  10912 2138872    0    0   962    18  698  200 33  1 65  0  0 2026-08-13 19:33:37
 1  0 179968 219312  10920 2155124    0    0  1625     8  721  219 33  1 65  0  0 2026-08-13 19:33:47
 1  0 179968 211500  10936 2167276    0    0  1206    19  727  214 33  1 65  0  0 2026-08-13 19:33:57
 1  0 179968 196380  10948 2182532    0    0  1531  1566  738  212 34  1 63  2  0 2026-08-13 19:34:07
 1  0 179968 180756  10980 2198720    0    0  1610    23  742  233 34  1 65  1  0 2026-08-13 19:34:17
 1  0 179968 153544  10996 2226688    0    0  1202    14  712  206 33  1 65  0  0 2026-08-13 19:34:27
 1  0 179968 133636  11008 2242984    0    0  1632  1571  737  223 33  1 64  2  0 2026-08-13 19:34:37
 1  0 179968 117256  11024 2258880    0    0  1585    14  737  225 33  1 65  0  0 2026-08-13 19:34:47
 1  0 179968 162604  11032 2218584    0    0  1529    10  745  221 34  1 64  0  0 2026-08-13 19:34:57
 1  0 179968 146224  11048 2234416    0    0  1578    17  754  224 34  1 64  1  0 2026-08-13 19:35:07
 1  0 179968 109184  11080 2260608    0    0  1050    23  692  188 33  1 65  0  0 2026-08-13 19:35:17
 1  0 179968 135720  11088 2237312    0    0  1659    20  743  224 34  1 64  1  0 2026-08-13 19:35:27
 1  0 179968 116316  11104 2252888    0    0  1554    14  744  241 34  1 65  1  0 2026-08-13 19:35:37
 1  0 179968 151236  11112 2214240    0    0  1706  1570  734  218 34  1 63  2  0 2026-08-13 19:35:47
 1  0 179968 137748  11132 2231964    0    0  1767    16  734  217 33  1 65  0  0 2026-08-13 19:35:57
 1  0 179968 112776  11140 2253772    0    0  1230     5  710  190 33  1 65  0  0 2026-08-13 19:36:07
 1  0 179968 152784  11180 2233280    0    0  1456  1610  734  221 33  1 64  1  0 2026-08-13 19:36:17
 1  0 179968 132624  11188 2249664    0    0  1636     6  730  218 33  1 65  0  0 2026-08-13 19:36:27
 1  0 179968 116496  11204 2266472    0    0  1679    14  719  211 33  1 65  0  0 2026-08-13 19:36:37
 3  0 179968 146744  11212 2228592    0    0  1792    11  729  213 33  1 65  0  0 2026-08-13 19:36:47
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 179968 131372  11228 2243728    0    0  1520    14  719  207 33  1 64  1  0 2026-08-13 19:36:57
 1  0 179968 111464  11236 2271352    0    0  1200     7  773  260 33  1 65  0  0 2026-08-13 19:37:07
 1  0 179968 134960  11268 2246816    0    0  1557    28  720  215 33  1 65  1  0 2026-08-13 19:37:17
 1  0 179968 117824  11276 2261728    0    0  1493  1579  726  213 34  1 62  3  1 2026-08-13 19:37:27
 1  0 179968 162364  11292 2220980    0    0  1478    17  738  230 33  1 64  1  0 2026-08-13 19:37:37
 1  0 179968 145576  11300 2237200    0    0  1623     7  742  246 34  1 64  0  0 2026-08-13 19:37:47
 1  0 179968 116708  11324 2265948    0    0  1313    62  703  195 34  1 65  0  0 2026-08-13 19:37:57
 1  0 179968 137464  11332 2241364    0    0  1560   419  741  220 33  1 65  0  0 2026-08-13 19:38:07
 1  0 179968 114280  11364 2258280    0    0  1698  1182  733  220 34  1 63  2  0 2026-08-13 19:38:17
 1  0 179968 162512  11372 2219404    0    0  1664     8  731  225 33  1 65  1  0 2026-08-13 19:38:27
 1  0 179968 144368  11388 2237072    0    0  1770    17  741  235 33  1 65  1  0 2026-08-13 19:38:37
 1  0 179968 114380  11396 2264216    0    0  1148    11  675  175 33  1 65  0  0 2026-08-13 19:38:47
 1  0 179968 141660  11412 2240228    0    0  1629    20  719  212 33  1 65  0  0 2026-08-13 19:38:57
 1  0 179968 124524  11420 2256276    0    0  1597     6  739  216 34  1 65  0  0 2026-08-13 19:39:07
 1  0 179968 108900  11476 2272632    0    0  1631  1590  738  226 33  1 64  2  0 2026-08-13 19:39:17
 1  0 179968 147976  11484 2232472    0    0  1539    13  762  253 33  1 65  0  0 2026-08-13 19:39:27
 1  0 179968 695544  11500 1634820    0    0  1108    20 1045  471 39 12 48  0  0 2026-08-13 19:39:37
 1  0 179968 671604  11516 1661788    0    0  1128    11  740  238 33  1 65  0  0 2026-08-13 19:39:47
 1  0 179968 656232  11524 1677084    0    0  1529     7  794  288 33  1 65  0  0 2026-08-13 19:39:57
 0  1 179968 642120  11540 1691060    0    0  1398  1577  737  215 33  1 63  2  0 2026-08-13 19:40:07
 1  0 179968 652004  11564 1706072    0    0  1510    22  743  228 33  1 64  1  1 2026-08-13 19:40:17
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 179968 651508  11572 1721120    0    0  1499     6  745  234 33  1 65  1  0 2026-08-13 19:40:27
 1  0 179968 641816  11588 1746552    0    0   986    19  689  187 33  1 65  0  0 2026-08-13 19:40:37
 0  1 179968 626696  11604 1762608    0    0  1600  1584  731  217 33  1 63  2  1 2026-08-13 19:40:47
 1  0 179968 611828  11612 1778064    1    0  1553     7  733  223 33  1 65  0  0 2026-08-13 19:40:57
 1  0 179968 592428  11628 1793580    0    0  1543    26  747  222 33  1 65  0  0 2026-08-13 19:41:07
 1  0 179968 581612  11660 1809024    0    0  1546    28  745  234 33  1 64  1  0 2026-08-13 19:41:17
 1  0 179968 561704  11668 1826104    0    0  1709     6  738  222 33  1 65  1  0 2026-08-13 19:41:27
 1  0 179968 538772  11684 1851916    0    0  1028    15  698  193 32  2 65  1  0 2026-08-13 19:41:37
 1  0 179968 523148  11692 1866912    0    0  1491    25  731  220 33  1 64  0  1 2026-08-13 19:41:47
 1  0 179968 503996  11708 1881740    0    0  1488    21  732  215 34  2 64  0  1 2026-08-13 19:41:57
 1  0 179968 489128  11716 1896880    0    0  1514  1566  767  227 33  1 63  2  1 2026-08-13 19:42:07
 1  0 179968 479048  11748 1910864    0    0  1394    28  741  217 33  1 64  1  1 2026-08-13 19:42:17
 1  0 179968 460904  11756 1928860    0    0  1801    10  715  204 33  1 65  0  0 2026-08-13 19:42:27
 1  0 179968 425880  11772 1955704    0    0  1099    16  680  180 32  2 65  0  0 2026-08-13 19:42:37
 1  0 179968 403200  11780 1972680    0    0  1690     8  707  200 33  1 65  0  0 2026-08-13 19:42:47
 1  0 179968 394128  11796 1986804    0    0  1410    16  731  216 34  1 64  1  1 2026-08-13 19:42:57
 1  0 179968 375984  11804 2002728    0    0  1601  1571  743  225 33  1 63  2  0 2026-08-13 19:43:07
 1  0 179968 367164  11844 2016684    0    0  1390    32  721  220 33  1 65  1  0 2026-08-13 19:43:17
 1  0 179968 323576  11852 2041588    0    0   965     8  687  174 33  2 64  0  1 2026-08-13 19:43:27
 1  0 179968 308456  11868 2059724    0    0  1734    19  724  216 33  1 65  0  0 2026-08-13 19:43:37
 1  0 179968 290564  11876 2077332    0    0  1764     8  726  216 33  1 65  0  0 2026-08-13 19:43:47
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0 179968 273428  11892 2095628    0    0  1832    18  716  209 33  1 65  0  0 2026-08-13 19:43:57
 1  0 179968 255536  11900 2116940    0    0  2126  1574  753  227 33  2 62  3  0 2026-08-13 19:44:07
 1  0 179968 231344  11932 2135824    0    0  1895    24  723  217 33  1 65  1  0 2026-08-13 19:44:17
 1  0 179968 204324  11940 2166056    0    0  1409     4  726  227 33  2 65  0  0 2026-08-13 19:44:27
 1  0 179968 187972  11956 2185324    0    0  1921    20  769  278 34  1 64  0  0 2026-08-13 19:44:37
 1  0 179968 164284  11964 2206532    0    0  2126     8  716  208 34  1 65  0  0 2026-08-13 19:44:47
 1  0 179968 148156  11980 2226064    0    0  1957  1576  739  220 33  1 63  2  0 2026-08-13 19:44:57
 1  0 179968 129256  11988 2243240    0    0  1717     4  723  201 34  1 64  0  1 2026-08-13 19:45:07
 1  0 179968 156112  12020 2214472    0    0  1076    28  691  178 33  1 65  1  1 2026-08-13 19:45:17
 1  0 179968 130156  12028 2233180    0    0  1865    13  729  214 33  1 64  0  1 2026-08-13 19:45:27
 1  0 179968 114028  12044 2250472    0    0  1732    15  736  230 33  1 65  0  1 2026-08-13 19:45:37
 1  0 179968 155624  12052 2215076    0    0  1996  1564  735  216 33  1 63  2  0 2026-08-13 19:45:47
 1  0 179968 132692  12068 2234924    0    0  1989    19  729  216 34  1 65  1  0 2026-08-13 19:45:57
 1  0 179968 109760  12076 2255284    0    0  2032    14  737  219 33  1 65  1  0 2026-08-13 19:46:07
 1  0 179968 139520  12116 2229688    0    0  1406    32  685  184 34  1 65  0  0 2026-08-13 19:46:17
 1  0 179968 108524  12124 2250572    0    0  2088     7  735  227 33  1 65  0  0 2026-08-13 19:46:27
 1  0 179968 124380  12140 2233608    0    0  2292    22  724  219 33  1 65  0  0 2026-08-13 19:46:37
 1  0 179968 109260  12148 2253480    0    0  1989  1569  711  203 34  1 64  2  0 2026-08-13 19:46:47
 1  0 179968 146776  12164 2217860    0    0  1962    17  712  200 34  1 65  0  0 2026-08-13 19:46:57
 1  0 179968 108224  12172 2247604    0    0  1409     6  682  170 33  1 65  0  0 2026-08-13 19:47:07
 1  0 179968 144456  12212 2226880    0    0  1914    37  721  212 34  1 64  0  1 2026-08-13 19:47:17
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0 179968 124800  12220 2245436    0    0  1856     7  743  224 33  1 64  1  1 2026-08-13 19:47:27
 1  0 179968 114764  12236 2260508    0    0  1511  1579  733  224 33  1 63  2  1 2026-08-13 19:47:37
 1  0 179968 147160  12244 2221900    0    0  1688     7  736  220 33  1 64  1  1 2026-08-13 19:47:47
 0  1 179968 128712  12260 2237092    0    0  1526    19  737  215 33  1 63  1  2 2026-08-13 19:47:57
 1  0 179968 121176  12276 2254960    0    0  1064    14  759  229 33  1 63  0  3 2026-08-13 19:48:07
 1  0 179968 137600  12308 2237704    0    0  1410    55  715  192 33  1 64  0  2 2026-08-13 19:48:17
 1  0 179968 114920  12316 2256520    0    0  1878  1590  712  201 33  1 62  3  0 2026-08-13 19:48:27
 2  0 179968 155500  12332 2222224    0    0  2135    18  723  224 33  1 65  0  0 2026-08-13 19:48:37
 1  0 179968 132316  12340 2240536    0    0  1825     8  709  203 33  1 65  0  0 2026-08-13 19:48:47
 1  0 179968 112408  12356 2262256    0    0  2174    24  739  220 33  1 64  2  0 2026-08-13 19:48:57
 1  0 179968 132748  12364 2237400    0    0  1502     6  690  178 33  1 65  0  0 2026-08-13 19:49:07
 1  0 179968 115108  12420 2256944    2    0  1948    32  727  222 33  1 65  0  0 2026-08-13 19:49:17
 1  0 179968 137280  12428 2235844    0    0  1912     5  772  264 34  1 64  0  0 2026-08-13 19:49:27
 1  0 179968 118128  12444 2256704    0    0  2081  1592  739  234 33  1 63  2  0 2026-08-13 19:49:37
 1  0 179968 700700  12452 1658884    0    0  1631     6 1030  446 38 11 48  2  0 2026-08-13 19:49:47
 1  0 179968 682388  12468 1679216    0    0  2033    13  720  210 33  1 65  0  1 2026-08-13 19:49:57
 1  0 179968 653412  12476 1708844    0    0  1397     7  711  183 32  2 65  1  1 2026-08-13 19:50:07
 1  0 179968 636304  12516 1726596    0    0  1776    35  710  207 33  1 64  1  0 2026-08-13 19:50:17
 1  0 179968 619704  12524 1746684    0    0  2008     5  732  219 33  1 64  1  0 2026-08-13 19:50:27
 1  0 179968 611388  12540 1765344    0    0  1863  1588  738  225 33  1 63  2  0 2026-08-13 19:50:37
 1  0 179968 588204  12548 1785612    0    0  2025     7  710  202 33  1 65  0  0 2026-08-13 19:50:47
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 179968 557716  12564 1814008    0    0  1392    14  678  178 33  2 64  1  0 2026-08-13 19:50:57
 1  0 179968 547384  12572 1834896    0    0  1938     8  724  205 33  1 65  0  0 2026-08-13 19:51:07
 1  0 179968 522184  12612 1855484    0    0  2068    32  739  224 33  2 64  1  0 2026-08-13 19:51:17
 1  0 179968 499252  12620 1874216    0    0  1870  1566  715  203 33  1 64  2  0 2026-08-13 19:51:27
 1  0 179968 483628  12636 1894396    0    0  2018    16  731  227 33  1 65  0  0 2026-08-13 19:51:37
 1  0 179968 467500  12644 1912968    0    0  1848    14  723  212 33  1 65  0  0 2026-08-13 19:51:47
 1  0 179968 435244  12660 1944588    0    0  1568    16  683  177 33  2 65  0  0 2026-08-13 19:51:57
 1  0 179968 418640  12668 1960580    0    0  1597    22  739  224 34  1 64  0  1 2026-08-13 19:52:07
 1  0 179968 395204  12700 1980148    0    0  1952    36  711  208 33  1 64  0  0 2026-08-13 19:52:17
 1  0 179968 362952  12708 2001500    1    0  1287  1570  701  190 33  1 63  2  1 2026-08-13 19:52:27
 0  0 179968 345048  12740 2048360    0    0  4539    28 1580  513 15  4 80  0  0 2026-08-13 19:52:37
 0  0 179968 305888  12764 2088192    0    0  3981    21 1662  517 16  4 80  0  0 2026-08-13 19:52:47
 0  0 179968 264084  12780 2129272    0    0  4108    27 1687  511 15  4 80  0  0 2026-08-13 19:52:57
 1  0 179968 223172  12812 2171632    1    0  4238   990 1690  525 16  4 80  0  0 2026-08-13 19:53:07
 2  0 179968 175784  12876 2215416    0    0  4366    50 1740  540 17  4 79  0  1 2026-08-13 19:53:17
 0  0 179968 144152  12892 2250568    3    0  3510    31 1582  463 16  3 75  0  6 2026-08-13 19:53:27
 1  0 179968 159348  12916 2238176    0    0  4134    31 1662  527 16  4 80  0  1 2026-08-13 19:53:37
 0  0 179968 161556  12940 2236672    0    0  4326    23 1658  517 16  4 79  0  1 2026-08-13 19:53:47
 0  0 179968 118964  12964 2279384    1    0  4263    32 1634  519 16  4 80  0  0 2026-08-13 19:53:57
 0  0 179968 165680  12988 2232764    1    0  4572    34 1715  533 15  3 81  0  0 2026-08-13 19:54:07
 0  0 179968 159368  13036 2238868    0    0  5395    43 1807  567 16  4 79  1  0 2026-08-13 19:54:17
1 2026-08-13 18:32:08
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 194560 640436   4876 1767696    0    0  4195    40 1636  609 49  1 48  1  0 2026-08-13 18:32:18
 1  0 194560 593060   4884 1814012    0    0  3056     7 1356  310 50  1 49  0  0 2026-08-13 18:32:28
 1  0 194560 559796   4900 1849136    0    0  3515  3174 1510  456 50  1 47  1  0 2026-08-13 18:32:38
 1  0 194560 518720   4908 1889680    0    0  4052     7 1410  356 49  1 49  1  0 2026-08-13 18:32:48
 1  0 194560 462524   4916 1938688    0    0  3321    11 1365  318 49  1 49  1  1 2026-08-13 18:32:58
 5  0 194560 438584   4924 1958580    0    0  1989    14  753  211 37  1 61  0  1 2026-08-13 18:33:08
 1  0 194560 420944   4948 1980416    0    0  2182    31  770  261 36  1 62  0  0 2026-08-13 18:33:18
 1  0 194560 399272   4956 2000260    0    0  1982  1569  779  283 37  1 59  2  0 2026-08-13 18:33:28
 1  1 194560 379896   4980 2020952    0    0  2069    20  737  220 36  1 62  1  0 2026-08-13 18:33:38
 1  0 194560 355932   4988 2049288    0    0  1230    19  699  185 36  1 62  0  0 2026-08-13 18:33:48
 1  0 194560 332748   5004 2070392    0    0  2118    13  735  216 36  1 62  1  0 2026-08-13 18:33:58
 1  0 194560 317124   5012 2088248    0    0  1779     6  716  199 37  1 62  0  0 2026-08-13 18:34:08
 1  0 194560 294700   5056 2108352    0    0  2005  1598  788  279 37  1 59  2  0 2026-08-13 18:34:18
 1  0 194560 270256   5064 2129468    0    0  2114    18  744  232 36  1 62  0  0 2026-08-13 18:34:28
 1  0 194560 240016   5080 2159412    0    0  1379    22  710  194 36  1 62  1  0 2026-08-13 18:34:38
 1  0 194560 226588   5092 2176872    0    0  1751  1583  745  240 36  1 59  3  0 2026-08-13 18:34:48
 2  0 194560 202904   5112 2196376    0    0  1944    39  720  208 37  1 61  0  1 2026-08-13 18:34:58
 1  0 194560 181736   5120 2214024    0    0  1770    10  740  212 36  1 61  1  1 2026-08-13 18:35:08
 1  0 194560 165608   5144 2233620    0    0  1956    21  749  229 36  1 61  1  1 2026-08-13 18:35:18
 1  1 194560 146456   5160 2250072    0    0  1652    10  732  217 36  1 62  0  1 2026-08-13 18:35:28
 1  0 194560 114452   5168 2280984    0    0  1487    28  697  180 36  1 62  0  1 2026-08-13 18:35:38
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  1 194560 160828   5184 2237412    0    0  1228    11  746  214 35  1 61  0  2 2026-08-13 18:35:48
